"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","472","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","428","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","498","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленных товаров","663","checkAddBucketSomeItems","Surefire suite","2026-09-23","passed","2026-09-23","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","832","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-23","passed","2026-09-23","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","1005","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-23","broken","2026-09-23","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","836","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-23","passed","2026-09-23","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить соответствие имени и цены добавленного товара","567","checkAddBucketItem","Surefire suite","2026-09-23","broken","2026-09-23","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка выхода из аккаунта через бургер меню","1569","logout","Surefire suite","2026-09-23","passed","2026-09-23","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","455","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-23","broken","2026-09-23","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверить нажатие кнопки Remove","629","checkRemoveItem","Surefire suite","2026-09-23","passed","2026-09-23","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка кнопки 'Checkout' на странице 'Корзина'","573","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-23","broken","2026-09-23","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","651","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-23","broken","2026-09-23","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","433","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-23","passed","2026-09-23","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
