"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка кнопки 'Checkout' на странице 'Корзина'","816","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-16","passed","2026-06-16","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","590","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-16","passed","2026-06-16","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","740","checkRemoveItem","Surefire suite","2026-06-16","passed","2026-06-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка выхода из аккаунта через бургер меню","1772","logout","Surefire suite","2026-06-16","passed","2026-06-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленных товаров","885","checkAddBucketSomeItems","Surefire suite","2026-06-16","passed","2026-06-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Сделать заказ с валидными данными","1048","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-16","passed","2026-06-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Авторизация с валидными данными","632","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-16","passed","2026-06-16","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","1172","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-16","passed","2026-06-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","1168","checkAddBucketItem","Surefire suite","2026-06-16","passed","2026-06-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","751","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-16","passed","2026-06-16","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","583","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-16","passed","2026-06-16","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","1048","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-16","passed","2026-06-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","573","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-16","passed","2026-06-16","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","1046","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-16","passed","2026-06-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
