"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","625","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-06","passed","2026-07-06","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","932","checkAddBucketSomeItems","Surefire suite","2026-07-06","passed","2026-07-06","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка кнопки 'Checkout' на странице 'Корзина'","870","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-06","passed","2026-07-06","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","841","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-06","passed","2026-07-06","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","1134","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-06","passed","2026-07-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","611","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-06","passed","2026-07-06","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1850","logout","Surefire suite","2026-07-06","passed","2026-07-06","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить нажатие кнопки Remove","814","checkRemoveItem","Surefire suite","2026-07-06","passed","2026-07-06","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Авторизация с валидными данными","707","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-06","passed","2026-07-06","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка авторизации с невалидными данными","619","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-06","passed","2026-07-06","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленного товара","2948","checkAddBucketItem","Surefire suite","2026-07-06","passed","2026-07-06","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","1097","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-06","passed","2026-07-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","1119","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-06","passed","2026-07-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","1110","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-06","passed","2026-07-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
