"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","442","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-04","passed","2026-08-04","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","494","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-04","passed","2026-08-04","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Checkout' на странице 'Корзина'","679","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-04","passed","2026-08-04","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","428","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-04","passed","2026-08-04","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","587","checkRemoveItem","Surefire suite","2026-08-04","passed","2026-08-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверить соответствие имени и цены добавленного товара","618","checkAddBucketItem","Surefire suite","2026-08-04","passed","2026-08-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка выхода из аккаунта через бургер меню","1615","logout","Surefire suite","2026-08-04","passed","2026-08-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Тестовые данные для проверки негативных сценариев оформления заказа","2054","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-04","passed","2026-08-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленных товаров","701","checkAddBucketSomeItems","Surefire suite","2026-08-04","passed","2026-08-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","902","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-04","passed","2026-08-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","474","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-04","passed","2026-08-04","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","889","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-04","passed","2026-08-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","900","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-04","passed","2026-08-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","595","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-04","passed","2026-08-04","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
