"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка кнопки 'Checkout' на странице 'Корзина'","740","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-02","passed","2026-09-02","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","1027","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-02","passed","2026-09-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","887","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-02","passed","2026-09-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","1470","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-02","passed","2026-09-02","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка выхода из аккаунта через бургер меню","1676","logout","Surefire suite","2026-09-02","passed","2026-09-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Сделать заказ с валидными данными","930","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-02","passed","2026-09-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка авторизации с невалидными данными","508","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-02","passed","2026-09-02","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","529","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-02","passed","2026-09-02","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","510","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-02","passed","2026-09-02","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","762","checkAddBucketSomeItems","Surefire suite","2026-09-02","passed","2026-09-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","971","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-02","passed","2026-09-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","641","checkRemoveItem","Surefire suite","2026-09-02","passed","2026-09-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверить соответствие имени и цены добавленного товара","701","checkAddBucketItem","Surefire suite","2026-09-02","passed","2026-09-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","718","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-02","passed","2026-09-02","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
