"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестовые данные для проверки негативных сценариев оформления заказа","897","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","Thu May 28 13:56:06 UTC 2026","passed","Thu May 28 13:56:07 UTC 2026","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","915","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","Thu May 28 13:56:05 UTC 2026","passed","Thu May 28 13:56:06 UTC 2026","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленных товаров","698","checkAddBucketSomeItems","Surefire suite","Thu May 28 13:56:10 UTC 2026","passed","Thu May 28 13:56:10 UTC 2026","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверить соответствие имени и цены добавленного товара","632","checkAddBucketItem","Surefire suite","Thu May 28 13:56:09 UTC 2026","passed","Thu May 28 13:56:09 UTC 2026","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","464","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","Thu May 28 13:56:01 UTC 2026","passed","Thu May 28 13:56:01 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","606","checkRemoveItem","Surefire suite","Thu May 28 13:56:11 UTC 2026","passed","Thu May 28 13:56:11 UTC 2026","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","640","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","Thu May 28 13:56:02 UTC 2026","passed","Thu May 28 13:56:03 UTC 2026","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Сделать заказ с валидными данными","905","Сделать заказ с полностью заполненными валидными данными","Surefire suite","Thu May 28 13:56:07 UTC 2026","passed","Thu May 28 13:56:08 UTC 2026","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка выхода из аккаунта через бургер меню","1622","logout","Surefire suite","Thu May 28 13:56:11 UTC 2026","passed","Thu May 28 13:56:13 UTC 2026","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Авторизация с валидными данными","1956","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","Thu May 28 13:55:56 UTC 2026","passed","Thu May 28 13:55:58 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка авторизации с невалидными данными","475","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","Thu May 28 13:55:59 UTC 2026","passed","Thu May 28 13:55:59 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","923","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","Thu May 28 13:56:03 UTC 2026","passed","Thu May 28 13:56:04 UTC 2026","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","711","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","Thu May 28 13:56:01 UTC 2026","passed","Thu May 28 13:56:02 UTC 2026","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","478","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","Thu May 28 13:56:00 UTC 2026","passed","Thu May 28 13:56:00 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
