"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","667","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-04","passed","2026-06-04","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Сделать заказ с валидными данными","962","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-04","passed","2026-06-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","951","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-04","passed","2026-06-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","716","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-04","passed","2026-06-04","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","506","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-04","passed","2026-06-04","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","638","checkRemoveItem","Surefire suite","2026-06-04","passed","2026-06-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","507","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-04","passed","2026-06-04","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","492","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-04","passed","2026-06-04","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1661","logout","Surefire suite","2026-06-04","passed","2026-06-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Тестовые данные для проверки негативных сценариев оформления заказа","943","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-04","passed","2026-06-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","2123","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-04","passed","2026-06-04","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленных товаров","742","checkAddBucketSomeItems","Surefire suite","2026-06-04","passed","2026-06-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверить соответствие имени и цены добавленного товара","661","checkAddBucketItem","Surefire suite","2026-06-04","passed","2026-06-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","943","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-04","passed","2026-06-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
