"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить нажатие кнопки Remove","666","checkRemoveItem","Surefire suite","2026-07-04","passed","2026-07-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка кнопки 'Checkout' на странице 'Корзина'","759","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-04","passed","2026-07-04","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","536","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-04","passed","2026-07-04","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","535","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-04","passed","2026-07-04","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","591","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-04","passed","2026-07-04","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка выхода из аккаунта через бургер меню","1694","logout","Surefire suite","2026-07-04","passed","2026-07-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленного товара","2332","checkAddBucketItem","Surefire suite","2026-07-04","passed","2026-07-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","1040","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-04","passed","2026-07-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","540","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-04","passed","2026-07-04","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","811","checkAddBucketSomeItems","Surefire suite","2026-07-04","passed","2026-07-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","717","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-04","passed","2026-07-04","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","1036","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-04","passed","2026-07-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","1059","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-04","passed","2026-07-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","979","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-04","passed","2026-07-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
