"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить нажатие кнопки Remove","572","checkRemoveItem","Surefire suite","2026-07-30","passed","2026-07-30","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверить соответствие имени и цены добавленных товаров","703","checkAddBucketSomeItems","Surefire suite","2026-07-30","passed","2026-07-30","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка выхода из аккаунта через бургер меню","1601","logout","Surefire suite","2026-07-30","passed","2026-07-30","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Тестовые данные для проверки негативных сценариев оформления заказа","1939","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-30","passed","2026-07-30","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","440","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-30","passed","2026-07-30","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","665","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-30","passed","2026-07-30","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","434","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-30","passed","2026-07-30","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","431","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-30","passed","2026-07-30","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","492","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-30","passed","2026-07-30","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","599","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-30","passed","2026-07-30","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","920","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-30","passed","2026-07-30","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","974","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-30","passed","2026-07-30","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","889","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-30","passed","2026-07-30","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить соответствие имени и цены добавленного товара","631","checkAddBucketItem","Surefire suite","2026-07-30","passed","2026-07-30","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
