"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить нажатие кнопки Remove","618","checkRemoveItem","Surefire suite","2026-06-02","passed","2026-06-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","627","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-02","passed","2026-06-02","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Сделать заказ с валидными данными","911","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-02","passed","2026-06-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка авторизации с невалидными данными","486","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-02","passed","2026-06-02","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленного товара","654","checkAddBucketItem","Surefire suite","2026-06-02","passed","2026-06-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверить соответствие имени и цены добавленных товаров","707","checkAddBucketSomeItems","Surefire suite","2026-06-02","passed","2026-06-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","944","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-02","passed","2026-06-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","919","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-02","passed","2026-06-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","997","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-02","passed","2026-06-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","478","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-02","passed","2026-06-02","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1658","logout","Surefire suite","2026-06-02","passed","2026-06-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка кнопки 'Checkout' на странице 'Корзина'","713","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-02","passed","2026-06-02","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","484","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-02","passed","2026-06-02","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","2280","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-02","passed","2026-06-02","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
