"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить соответствие имени и цены добавленного товара","636","checkAddBucketItem","Surefire suite","2026-07-17","passed","2026-07-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","893","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-17","passed","2026-07-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","487","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-17","passed","2026-07-17","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","654","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-17","passed","2026-07-17","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","905","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-17","passed","2026-07-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка выхода из аккаунта через бургер меню","1597","logout","Surefire suite","2026-07-17","passed","2026-07-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","441","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-17","passed","2026-07-17","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","2148","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-17","passed","2026-07-17","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Сделать заказ с валидными данными","900","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-17","passed","2026-07-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка авторизации с невалидными данными","440","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-17","passed","2026-07-17","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","583","checkRemoveItem","Surefire suite","2026-07-17","passed","2026-07-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","929","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-17","passed","2026-07-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленных товаров","705","checkAddBucketSomeItems","Surefire suite","2026-07-17","passed","2026-07-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","447","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-17","passed","2026-07-17","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
