"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить соответствие имени и цены добавленного товара","917","checkAddBucketItem","Surefire suite","2026-06-24","passed","2026-06-24","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","924","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-24","passed","2026-06-24","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","469","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-24","passed","2026-06-24","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","504","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-24","passed","2026-06-24","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1657","logout","Surefire suite","2026-06-24","passed","2026-06-24","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить нажатие кнопки Remove","613","checkRemoveItem","Surefire suite","2026-06-24","passed","2026-06-24","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Сделать заказ с валидными данными","924","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-24","passed","2026-06-24","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","905","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-24","passed","2026-06-24","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","478","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-24","passed","2026-06-24","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","517","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-24","passed","2026-06-24","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","911","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-24","passed","2026-06-24","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","643","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-24","passed","2026-06-24","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка кнопки 'Checkout' на странице 'Корзина'","698","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-24","passed","2026-06-24","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить соответствие имени и цены добавленных товаров","747","checkAddBucketSomeItems","Surefire suite","2026-06-24","passed","2026-06-24","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
