"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","756","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-27","passed","2026-06-27","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","1032","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-27","passed","2026-06-27","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","580","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-27","passed","2026-06-27","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Сделать заказ с валидными данными","1022","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-27","passed","2026-06-27","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить соответствие имени и цены добавленного товара","1591","checkAddBucketItem","Surefire suite","2026-06-27","passed","2026-06-27","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","1036","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-27","passed","2026-06-27","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка выхода из аккаунта через бургер меню","1820","logout","Surefire suite","2026-06-27","passed","2026-06-27","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","629","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-27","passed","2026-06-27","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","737","checkRemoveItem","Surefire suite","2026-06-27","passed","2026-06-27","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","1051","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-27","passed","2026-06-27","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","816","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-27","passed","2026-06-27","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Авторизация с валидными данными","632","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-27","passed","2026-06-27","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка авторизации с невалидными данными","597","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-27","passed","2026-06-27","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","876","checkAddBucketSomeItems","Surefire suite","2026-06-27","passed","2026-06-27","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
