"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","433","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-07","passed","2026-07-07","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","676","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-07","passed","2026-07-07","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Авторизация с валидными данными","498","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-07","passed","2026-07-07","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка выхода из аккаунта через бургер меню","1840","logout","Surefire suite","2026-07-07","passed","2026-07-07","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленных товаров","714","checkAddBucketSomeItems","Surefire suite","2026-07-07","passed","2026-07-07","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверить соответствие имени и цены добавленного товара","2059","checkAddBucketItem","Surefire suite","2026-07-07","passed","2026-07-07","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","911","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-07","passed","2026-07-07","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","906","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-07","passed","2026-07-07","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка авторизации с невалидными данными","461","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-07","passed","2026-07-07","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","599","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-07","passed","2026-07-07","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","445","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-07","passed","2026-07-07","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","897","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-07","passed","2026-07-07","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","928","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-07","passed","2026-07-07","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","612","checkRemoveItem","Surefire suite","2026-07-07","passed","2026-07-07","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
