"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить нажатие кнопки Remove","618","checkRemoveItem","Surefire suite","Tue May 26 08:05:19 UTC 2026","passed","Tue May 26 08:05:20 UTC 2026","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","464","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","Tue May 26 08:05:30 UTC 2026","passed","Tue May 26 08:05:30 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","504","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","Tue May 26 08:05:27 UTC 2026","passed","Tue May 26 08:05:28 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленного товара","2381","checkAddBucketItem","Surefire suite","Tue May 26 08:05:15 UTC 2026","passed","Tue May 26 08:05:17 UTC 2026","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","479","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","Tue May 26 08:05:29 UTC 2026","passed","Tue May 26 08:05:29 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","963","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","Tue May 26 08:05:22 UTC 2026","passed","Tue May 26 08:05:23 UTC 2026","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","634","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","Tue May 26 08:05:32 UTC 2026","passed","Tue May 26 08:05:32 UTC 2026","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","920","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","Tue May 26 08:05:23 UTC 2026","passed","Tue May 26 08:05:24 UTC 2026","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","911","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","Tue May 26 08:05:25 UTC 2026","passed","Tue May 26 08:05:26 UTC 2026","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","978","Сделать заказ с полностью заполненными валидными данными","Surefire suite","Tue May 26 08:05:26 UTC 2026","passed","Tue May 26 08:05:27 UTC 2026","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","676","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","Tue May 26 08:05:31 UTC 2026","passed","Tue May 26 08:05:31 UTC 2026","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить соответствие имени и цены добавленных товаров","758","checkAddBucketSomeItems","Surefire suite","Tue May 26 08:05:18 UTC 2026","passed","Tue May 26 08:05:19 UTC 2026","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","465","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","Tue May 26 08:05:28 UTC 2026","passed","Tue May 26 08:05:29 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1666","logout","Surefire suite","Tue May 26 08:05:20 UTC 2026","passed","Tue May 26 08:05:22 UTC 2026","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
