"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","462","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-23","passed","2026-07-23","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","473","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-23","passed","2026-07-23","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка выхода из аккаунта через бургер меню","1648","logout","Surefire suite","2026-07-23","passed","2026-07-23","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить нажатие кнопки Remove","565","checkRemoveItem","Surefire suite","2026-07-23","passed","2026-07-23","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","435","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-23","passed","2026-07-23","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","870","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-23","passed","2026-07-23","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","856","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-23","passed","2026-07-23","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","608","checkAddBucketItem","Surefire suite","2026-07-23","passed","2026-07-23","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","451","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-23","passed","2026-07-23","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","918","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-23","passed","2026-07-23","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленных товаров","682","checkAddBucketSomeItems","Surefire suite","2026-07-23","passed","2026-07-23","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка кнопки 'Checkout' на странице 'Корзина'","2301","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-23","passed","2026-07-23","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","633","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-23","passed","2026-07-23","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Сделать заказ с валидными данными","887","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-23","passed","2026-07-23","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
