"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестовые данные для проверки негативных сценариев оформления заказа","849","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-28","passed","2026-08-28","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","486","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-28","passed","2026-08-28","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","604","checkRemoveItem","Surefire suite","2026-08-28","passed","2026-08-28","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка выхода из аккаунта через бургер меню","1640","logout","Surefire suite","2026-08-28","passed","2026-08-28","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Сделать заказ с валидными данными","841","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-28","passed","2026-08-28","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","862","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-28","passed","2026-08-28","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","476","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-28","passed","2026-08-28","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","709","checkAddBucketSomeItems","Surefire suite","2026-08-28","passed","2026-08-28","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","841","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-28","passed","2026-08-28","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","621","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-28","passed","2026-08-28","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Авторизация с валидными данными","669","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-28","passed","2026-08-28","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка авторизации с невалидными данными","456","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-28","passed","2026-08-28","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","685","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-28","passed","2026-08-28","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить соответствие имени и цены добавленного товара","650","checkAddBucketItem","Surefire suite","2026-08-28","passed","2026-08-28","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
