"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Сделать заказ с валидными данными","1049","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-18","passed","2026-07-18","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Авторизация с валидными данными","663","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-18","passed","2026-07-18","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","1086","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-18","passed","2026-07-18","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","2216","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-18","passed","2026-07-18","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","1038","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-18","passed","2026-07-18","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","547","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-18","passed","2026-07-18","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","705","checkRemoveItem","Surefire suite","2026-07-18","passed","2026-07-18","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","767","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-18","passed","2026-07-18","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверить соответствие имени и цены добавленного товара","767","checkAddBucketItem","Surefire suite","2026-07-18","passed","2026-07-18","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","526","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-18","passed","2026-07-18","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1738","logout","Surefire suite","2026-07-18","passed","2026-07-18","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Тестовые данные для проверки негативных сценариев оформления заказа","1009","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-18","passed","2026-07-18","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","531","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-18","passed","2026-07-18","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","828","checkAddBucketSomeItems","Surefire suite","2026-07-18","passed","2026-07-18","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
