"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","609","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","Tue May 26 07:57:39 UTC 2026","passed","Tue May 26 07:57:40 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","578","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","Tue May 26 07:57:37 UTC 2026","passed","Tue May 26 07:57:38 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","881","checkAddBucketSomeItems","Surefire suite","Tue May 26 07:57:26 UTC 2026","passed","Tue May 26 07:57:27 UTC 2026","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка выхода из аккаунта через бургер меню","1767","logout","Surefire suite","Tue May 26 07:57:29 UTC 2026","passed","Tue May 26 07:57:31 UTC 2026","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка кнопки 'Checkout' на странице 'Корзина'","793","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","Tue May 26 07:57:40 UTC 2026","passed","Tue May 26 07:57:41 UTC 2026","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Сделать заказ с валидными данными","1009","Сделать заказ с полностью заполненными валидными данными","Surefire suite","Tue May 26 07:57:35 UTC 2026","passed","Tue May 26 07:57:36 UTC 2026","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","995","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","Tue May 26 07:57:34 UTC 2026","passed","Tue May 26 07:57:35 UTC 2026","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","1008","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","Tue May 26 07:57:32 UTC 2026","passed","Tue May 26 07:57:33 UTC 2026","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","2302","checkAddBucketItem","Surefire suite","Tue May 26 07:57:24 UTC 2026","passed","Tue May 26 07:57:26 UTC 2026","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Авторизация с валидными данными","604","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","Tue May 26 07:57:36 UTC 2026","passed","Tue May 26 07:57:37 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","1035","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","Tue May 26 07:57:31 UTC 2026","passed","Tue May 26 07:57:32 UTC 2026","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","733","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","Tue May 26 07:57:41 UTC 2026","passed","Tue May 26 07:57:42 UTC 2026","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","559","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","Tue May 26 07:57:38 UTC 2026","passed","Tue May 26 07:57:39 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","724","checkRemoveItem","Surefire suite","Tue May 26 07:57:28 UTC 2026","passed","Tue May 26 07:57:28 UTC 2026","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
