"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка выхода из аккаунта через бургер меню","1655","logout","Surefire suite","2026-08-23","passed","2026-08-23","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","484","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-23","passed","2026-08-23","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","845","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-23","passed","2026-08-23","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","902","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-23","passed","2026-08-23","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","714","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-23","passed","2026-08-23","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Авторизация с валидными данными","1317","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-23","passed","2026-08-23","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка авторизации с невалидными данными","487","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-23","passed","2026-08-23","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","506","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-23","passed","2026-08-23","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Сделать заказ с валидными данными","855","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-23","passed","2026-08-23","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить соответствие имени и цены добавленного товара","671","checkAddBucketItem","Surefire suite","2026-08-23","passed","2026-08-23","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверить нажатие кнопки Remove","599","checkRemoveItem","Surefire suite","2026-08-23","passed","2026-08-23","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверить соответствие имени и цены добавленных товаров","687","checkAddBucketSomeItems","Surefire suite","2026-08-23","passed","2026-08-23","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","637","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-23","passed","2026-08-23","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","884","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-23","passed","2026-08-23","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
