"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка выхода из аккаунта через бургер меню","1672","logout","Surefire suite","2026-08-25","passed","2026-08-25","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Тестовые данные для проверки негативных сценариев оформления заказа","829","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-25","passed","2026-08-25","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","447","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-25","passed","2026-08-25","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","729","checkAddBucketSomeItems","Surefire suite","2026-08-25","passed","2026-08-25","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","836","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-25","passed","2026-08-25","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","655","checkAddBucketItem","Surefire suite","2026-08-25","passed","2026-08-25","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка кнопки 'Checkout' на странице 'Корзина'","653","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-25","passed","2026-08-25","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Сделать заказ с валидными данными","855","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-25","passed","2026-08-25","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Авторизация с валидными данными","1058","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-25","passed","2026-08-25","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","615","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-25","passed","2026-08-25","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверить нажатие кнопки Remove","600","checkRemoveItem","Surefire suite","2026-08-25","passed","2026-08-25","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","524","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-25","passed","2026-08-25","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","841","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-25","passed","2026-08-25","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","470","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-25","passed","2026-08-25","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
