"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","484","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-02","passed","2026-07-02","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","952","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-02","passed","2026-07-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","1919","checkAddBucketItem","Surefire suite","2026-07-02","passed","2026-07-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","494","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-02","passed","2026-07-02","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","628","checkRemoveItem","Surefire suite","2026-07-02","passed","2026-07-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","645","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-02","passed","2026-07-02","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","481","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-02","passed","2026-07-02","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Сделать заказ с валидными данными","915","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-02","passed","2026-07-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить соответствие имени и цены добавленных товаров","770","checkAddBucketSomeItems","Surefire suite","2026-07-02","passed","2026-07-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","905","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-02","passed","2026-07-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","892","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-02","passed","2026-07-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка выхода из аккаунта через бургер меню","1665","logout","Surefire suite","2026-07-02","passed","2026-07-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка кнопки 'Checkout' на странице 'Корзина'","704","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-02","passed","2026-07-02","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Авторизация с валидными данными","520","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-02","passed","2026-07-02","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
