"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Авторизация с валидными данными","472","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-13","passed","2026-07-13","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","909","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-13","passed","2026-07-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","632","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-13","passed","2026-07-13","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","441","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-13","passed","2026-07-13","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","694","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-13","passed","2026-07-13","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Сделать заказ с валидными данными","898","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-13","passed","2026-07-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка авторизации с невалидными данными","482","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-13","passed","2026-07-13","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","478","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-13","passed","2026-07-13","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","773","checkAddBucketSomeItems","Surefire suite","2026-07-13","passed","2026-07-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","926","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-13","passed","2026-07-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","614","checkRemoveItem","Surefire suite","2026-07-13","passed","2026-07-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверить соответствие имени и цены добавленного товара","2025","checkAddBucketItem","Surefire suite","2026-07-13","passed","2026-07-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка выхода из аккаунта через бургер меню","1617","logout","Surefire suite","2026-07-13","passed","2026-07-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Тестовые данные для проверки негативных сценариев оформления заказа","892","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-13","passed","2026-07-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
