"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестовые данные для проверки негативных сценариев оформления заказа","982","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-31","passed","2026-07-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","500","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-31","passed","2026-07-31","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","519","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-31","passed","2026-07-31","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Сделать заказ с валидными данными","969","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-31","passed","2026-07-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить соответствие имени и цены добавленного товара","667","checkAddBucketItem","Surefire suite","2026-07-31","passed","2026-07-31","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка кнопки 'Checkout' на странице 'Корзина'","739","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-31","passed","2026-07-31","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить нажатие кнопки Remove","651","checkRemoveItem","Surefire suite","2026-07-31","passed","2026-07-31","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","486","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-31","passed","2026-07-31","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","669","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-31","passed","2026-07-31","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","2837","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-31","passed","2026-07-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","556","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-31","passed","2026-07-31","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка выхода из аккаунта через бургер меню","1686","logout","Surefire suite","2026-07-31","passed","2026-07-31","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленных товаров","737","checkAddBucketSomeItems","Surefire suite","2026-07-31","passed","2026-07-31","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","942","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-31","passed","2026-07-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
