"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестовые данные для проверки негативных сценариев оформления заказа","921","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-11","passed","2026-07-11","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленных товаров","751","checkAddBucketSomeItems","Surefire suite","2026-07-11","passed","2026-07-11","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка кнопки 'Checkout' на странице 'Корзина'","669","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-11","passed","2026-07-11","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Сделать заказ с валидными данными","918","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-11","passed","2026-07-11","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","912","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-11","passed","2026-07-11","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","438","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-11","passed","2026-07-11","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","474","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-11","passed","2026-07-11","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка авторизации с невалидными данными","445","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-11","passed","2026-07-11","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1642","logout","Surefire suite","2026-07-11","passed","2026-07-11","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленного товара","2426","checkAddBucketItem","Surefire suite","2026-07-11","passed","2026-07-11","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","601","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-11","passed","2026-07-11","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","984","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-11","passed","2026-07-11","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","441","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-11","passed","2026-07-11","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","614","checkRemoveItem","Surefire suite","2026-07-11","passed","2026-07-11","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
