"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестовые данные для проверки негативных сценариев оформления заказа","1067","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-26","passed","2026-06-26","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","1073","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-26","passed","2026-06-26","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","1081","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-26","passed","2026-06-26","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","774","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-26","passed","2026-06-26","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","602","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-26","passed","2026-06-26","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","584","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-26","passed","2026-06-26","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","756","checkRemoveItem","Surefire suite","2026-06-26","passed","2026-06-26","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка кнопки 'Checkout' на странице 'Корзина'","839","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-26","passed","2026-06-26","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Авторизация с валидными данными","636","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-26","passed","2026-06-26","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","1284","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-26","passed","2026-06-26","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка выхода из аккаунта через бургер меню","1912","logout","Surefire suite","2026-06-26","passed","2026-06-26","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленного товара","3597","checkAddBucketItem","Surefire suite","2026-06-26","passed","2026-06-26","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверить соответствие имени и цены добавленных товаров","881","checkAddBucketSomeItems","Surefire suite","2026-06-26","passed","2026-06-26","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","586","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-26","passed","2026-06-26","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
