"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестовые данные для проверки негативных сценариев оформления заказа","892","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-12","passed","2026-08-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","614","checkRemoveItem","Surefire suite","2026-08-12","passed","2026-08-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","439","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-12","passed","2026-08-12","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","594","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-12","passed","2026-08-12","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","421","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-12","passed","2026-08-12","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","2207","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-12","passed","2026-08-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка выхода из аккаунта через бургер меню","1618","logout","Surefire suite","2026-08-12","passed","2026-08-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленного товара","626","checkAddBucketItem","Surefire suite","2026-08-12","passed","2026-08-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","876","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-12","passed","2026-08-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","412","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-12","passed","2026-08-12","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Сделать заказ с валидными данными","886","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-12","passed","2026-08-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить соответствие имени и цены добавленных товаров","705","checkAddBucketSomeItems","Surefire suite","2026-08-12","passed","2026-08-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Авторизация с валидными данными","471","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-12","passed","2026-08-12","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Checkout' на странице 'Корзина'","650","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-12","passed","2026-08-12","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
