"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить нажатие кнопки Remove","602","checkRemoveItem","Surefire suite","2026-07-28","passed","2026-07-28","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","495","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-28","passed","2026-07-28","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","510","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-28","passed","2026-07-28","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","2148","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-28","passed","2026-07-28","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","429","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-28","passed","2026-07-28","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","699","checkAddBucketSomeItems","Surefire suite","2026-07-28","passed","2026-07-28","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","900","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-28","passed","2026-07-28","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","606","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-28","passed","2026-07-28","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка кнопки 'Checkout' на странице 'Корзина'","779","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-28","passed","2026-07-28","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","448","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-28","passed","2026-07-28","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1596","logout","Surefire suite","2026-07-28","passed","2026-07-28","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Сделать заказ с валидными данными","917","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-28","passed","2026-07-28","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить соответствие имени и цены добавленного товара","625","checkAddBucketItem","Surefire suite","2026-07-28","passed","2026-07-28","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","893","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-28","passed","2026-07-28","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
