"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","374","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-12","passed","2026-07-12","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","373","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-12","passed","2026-07-12","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Сделать заказ с валидными данными","744","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-12","passed","2026-07-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","516","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-12","passed","2026-07-12","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка кнопки 'Checkout' на странице 'Корзина'","557","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-12","passed","2026-07-12","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка выхода из аккаунта через бургер меню","1526","logout","Surefire suite","2026-07-12","passed","2026-07-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить нажатие кнопки Remove","518","checkRemoveItem","Surefire suite","2026-07-12","passed","2026-07-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Авторизация с валидными данными","441","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-12","passed","2026-07-12","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленных товаров","688","checkAddBucketSomeItems","Surefire suite","2026-07-12","passed","2026-07-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","740","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-12","passed","2026-07-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","882","checkAddBucketItem","Surefire suite","2026-07-12","passed","2026-07-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","399","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-12","passed","2026-07-12","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","752","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-12","passed","2026-07-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","756","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-12","passed","2026-07-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
