"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить нажатие кнопки Remove","631","checkRemoveItem","Surefire suite","2026-06-08","passed","2026-06-08","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Авторизация с валидными данными","1713","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-08","passed","2026-06-08","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Checkout' на странице 'Корзина'","729","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-08","passed","2026-06-08","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","951","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-08","passed","2026-06-08","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","624","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-08","passed","2026-06-08","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","651","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-08","passed","2026-06-08","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Сделать заказ с валидными данными","942","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-08","passed","2026-06-08","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка выхода из аккаунта через бургер меню","1676","logout","Surefire suite","2026-06-08","passed","2026-06-08","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","490","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-08","passed","2026-06-08","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленного товара","683","checkAddBucketItem","Surefire suite","2026-06-08","passed","2026-06-08","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","520","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-08","passed","2026-06-08","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","741","checkAddBucketSomeItems","Surefire suite","2026-06-08","passed","2026-06-08","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","985","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-08","passed","2026-06-08","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","944","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-08","passed","2026-06-08","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
