"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить соответствие имени и цены добавленных товаров","751","checkAddBucketSomeItems","Surefire suite","2026-09-21","passed","2026-09-21","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","867","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-21","passed","2026-09-21","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","500","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-21","passed","2026-09-21","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","571","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-21","passed","2026-09-21","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","627","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-21","broken","2026-09-21","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка выхода из аккаунта через бургер меню","1649","logout","Surefire suite","2026-09-21","passed","2026-09-21","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","481","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-21","passed","2026-09-21","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","1380","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-21","broken","2026-09-21","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","471","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-21","passed","2026-09-21","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","929","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-21","passed","2026-09-21","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","678","checkAddBucketItem","Surefire suite","2026-09-21","passed","2026-09-21","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверить нажатие кнопки Remove","646","checkRemoveItem","Surefire suite","2026-09-21","passed","2026-09-21","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Сделать заказ с валидными данными","684","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-21","broken","2026-09-21","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","692","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-21","broken","2026-09-21","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
