"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","433","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-05","passed","2026-08-05","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","470","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-05","passed","2026-08-05","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленных товаров","686","checkAddBucketSomeItems","Surefire suite","2026-08-05","passed","2026-08-05","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Сделать заказ с валидными данными","880","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-05","passed","2026-08-05","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","660","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-05","passed","2026-08-05","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить соответствие имени и цены добавленного товара","598","checkAddBucketItem","Surefire suite","2026-08-05","passed","2026-08-05","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","881","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-05","passed","2026-08-05","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","600","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-05","passed","2026-08-05","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","424","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-05","passed","2026-08-05","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","2122","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-05","passed","2026-08-05","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка выхода из аккаунта через бургер меню","1624","logout","Surefire suite","2026-08-05","passed","2026-08-05","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","428","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-05","passed","2026-08-05","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","570","checkRemoveItem","Surefire suite","2026-08-05","passed","2026-08-05","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","880","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-05","passed","2026-08-05","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
