"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","443","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-13","broken","2026-09-13","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверить нажатие кнопки Remove","514","checkRemoveItem","Surefire suite","2026-09-13","passed","2026-09-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка выхода из аккаунта через бургер меню","1608","logout","Surefire suite","2026-09-13","passed","2026-09-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленных товаров","590","checkAddBucketSomeItems","Surefire suite","2026-09-13","passed","2026-09-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","556","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-13","passed","2026-09-13","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","643","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-13","passed","2026-09-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","394","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-13","passed","2026-09-13","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","435","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-13","passed","2026-09-13","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Checkout' на странице 'Корзина'","1177","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-13","broken","2026-09-13","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить соответствие имени и цены добавленного товара","587","checkAddBucketItem","Surefire suite","2026-09-13","passed","2026-09-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","401","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-13","passed","2026-09-13","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","416","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-13","broken","2026-09-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","392","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-13","broken","2026-09-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","657","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-13","passed","2026-09-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
