"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","433","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-26","passed","2026-09-26","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","438","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-26","passed","2026-09-26","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","643","checkRemoveItem","Surefire suite","2026-09-26","passed","2026-09-26","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Сделать заказ с валидными данными","862","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-26","passed","2026-09-26","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","592","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-26","broken","2026-09-26","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","505","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-26","passed","2026-09-26","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","979","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-26","passed","2026-09-26","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","596","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-26","broken","2026-09-26","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","604","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-26","broken","2026-09-26","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","606","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-26","broken","2026-09-26","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка выхода из аккаунта через бургер меню","1596","logout","Surefire suite","2026-09-26","passed","2026-09-26","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленных товаров","664","checkAddBucketSomeItems","Surefire suite","2026-09-26","passed","2026-09-26","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверить соответствие имени и цены добавленного товара","582","checkAddBucketItem","Surefire suite","2026-09-26","broken","2026-09-26","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","427","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-26","passed","2026-09-26","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
