"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить соответствие имени и цены добавленного товара","1325","checkAddBucketItem","Surefire suite","2026-06-17","passed","2026-06-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка кнопки 'Checkout' на странице 'Корзина'","719","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-17","passed","2026-06-17","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить нажатие кнопки Remove","649","checkRemoveItem","Surefire suite","2026-06-17","passed","2026-06-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","902","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-17","passed","2026-06-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","935","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-17","passed","2026-06-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка авторизации с невалидными данными","520","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-17","passed","2026-06-17","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","865","checkAddBucketSomeItems","Surefire suite","2026-06-17","passed","2026-06-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","638","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-17","passed","2026-06-17","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","514","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-17","passed","2026-06-17","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1666","logout","Surefire suite","2026-06-17","passed","2026-06-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Авторизация с валидными данными","544","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-17","passed","2026-06-17","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка авторизации с невалидными данными","534","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-17","passed","2026-06-17","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","911","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-17","passed","2026-06-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","956","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-17","passed","2026-06-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
