"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","448","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-12","passed","2026-09-12","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","586","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-12","passed","2026-09-12","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","421","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-12","passed","2026-09-12","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1619","logout","Surefire suite","2026-09-12","passed","2026-09-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Сделать заказ с валидными данными","438","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-12","broken","2026-09-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","567","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-12","broken","2026-09-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","556","checkRemoveItem","Surefire suite","2026-09-12","passed","2026-09-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Авторизация с валидными данными","448","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-12","passed","2026-09-12","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка авторизации с невалидными данными","423","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-12","passed","2026-09-12","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","2106","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-12","broken","2026-09-12","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","464","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-12","broken","2026-09-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","533","checkAddBucketItem","Surefire suite","2026-09-12","broken","2026-09-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","439","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-12","broken","2026-09-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленных товаров","627","checkAddBucketSomeItems","Surefire suite","2026-09-12","passed","2026-09-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
