"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","436","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-24","broken","2026-09-24","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","2060","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-24","passed","2026-09-24","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","490","checkRemoveItem","Surefire suite","2026-09-24","passed","2026-09-24","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Авторизация с валидными данными","438","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-24","passed","2026-09-24","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Сделать заказ с валидными данными","397","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-24","broken","2026-09-24","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка авторизации с невалидными данными","382","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-24","passed","2026-09-24","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","498","checkAddBucketSomeItems","Surefire suite","2026-09-24","broken","2026-09-24","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","382","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-24","broken","2026-09-24","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","498","checkAddBucketItem","Surefire suite","2026-09-24","passed","2026-09-24","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","380","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-24","passed","2026-09-24","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1502","logout","Surefire suite","2026-09-24","passed","2026-09-24","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка кнопки 'Checkout' на странице 'Корзина'","375","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-24","broken","2026-09-24","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","402","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-24","passed","2026-09-24","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","639","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-24","passed","2026-09-24","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
