"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Сделать заказ с валидными данными","1064","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить соответствие имени и цены добавленных товаров","847","checkAddBucketSomeItems","Surefire suite","2026-06-10","passed","2026-06-10","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Авторизация с валидными данными","5143","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленного товара","4071","checkAddBucketItem","Surefire suite","2026-06-10","passed","2026-06-10","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверить нажатие кнопки Remove","735","checkRemoveItem","Surefire suite","2026-06-10","passed","2026-06-10","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка кнопки 'Checkout' на странице 'Корзина'","857","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-10","passed","2026-06-10","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","584","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","1013","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","3789","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","588","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","753","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-10","passed","2026-06-10","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","1047","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-10","passed","2026-06-10","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка выхода из аккаунта через бургер меню","1744","logout","Surefire suite","2026-06-10","passed","2026-06-10","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","592","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
