"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестовые данные для проверки негативных сценариев оформления заказа","1933","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-09","passed","2026-08-09","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","885","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-09","passed","2026-08-09","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","478","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-09","passed","2026-08-09","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Checkout' на странице 'Корзина'","664","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-09","passed","2026-08-09","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","426","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-09","passed","2026-08-09","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Сделать заказ с валидными данными","859","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-09","passed","2026-08-09","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить нажатие кнопки Remove","569","checkRemoveItem","Surefire suite","2026-08-09","passed","2026-08-09","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка выхода из аккаунта через бургер меню","1598","logout","Surefire suite","2026-08-09","passed","2026-08-09","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленного товара","612","checkAddBucketItem","Surefire suite","2026-08-09","passed","2026-08-09","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","875","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-09","passed","2026-08-09","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","417","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-09","passed","2026-08-09","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","420","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-09","passed","2026-08-09","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","582","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-09","passed","2026-08-09","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверить соответствие имени и цены добавленных товаров","667","checkAddBucketSomeItems","Surefire suite","2026-08-09","passed","2026-08-09","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
