"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестовые данные для проверки негативных сценариев оформления заказа","912","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-25","passed","2026-06-25","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","889","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-25","passed","2026-06-25","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","991","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-25","passed","2026-06-25","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","628","checkRemoveItem","Surefire suite","2026-06-25","passed","2026-06-25","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Сделать заказ с валидными данными","932","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-25","passed","2026-06-25","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка выхода из аккаунта через бургер меню","1669","logout","Surefire suite","2026-06-25","passed","2026-06-25","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Авторизация с валидными данными","514","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-25","passed","2026-06-25","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленного товара","3250","checkAddBucketItem","Surefire suite","2026-06-25","passed","2026-06-25","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","475","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-25","passed","2026-06-25","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","753","checkAddBucketSomeItems","Surefire suite","2026-06-25","passed","2026-06-25","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","476","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-25","passed","2026-06-25","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","681","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-25","passed","2026-06-25","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","623","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-25","passed","2026-06-25","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","476","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-25","passed","2026-06-25","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
