"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка выхода из аккаунта через бургер меню","1646","logout","Surefire suite","2026-09-08","passed","2026-09-08","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","458","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-08","passed","2026-09-08","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","539","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-08","passed","2026-09-08","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Checkout' на странице 'Корзина'","1224","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-08","passed","2026-09-08","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","877","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-08","passed","2026-09-08","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","896","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-08","passed","2026-09-08","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","716","checkAddBucketItem","Surefire suite","2026-09-08","passed","2026-09-08","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверить нажатие кнопки Remove","651","checkRemoveItem","Surefire suite","2026-09-08","passed","2026-09-08","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","656","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-08","passed","2026-09-08","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Сделать заказ с валидными данными","959","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-08","passed","2026-09-08","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить соответствие имени и цены добавленных товаров","754","checkAddBucketSomeItems","Surefire suite","2026-09-08","passed","2026-09-08","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","466","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-08","passed","2026-09-08","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","896","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-08","passed","2026-09-08","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","508","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-08","passed","2026-09-08","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
