"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","508","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-16","passed","2026-08-16","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","453","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-16","passed","2026-08-16","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленного товара","622","checkAddBucketItem","Surefire suite","2026-08-16","passed","2026-08-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверить соответствие имени и цены добавленных товаров","685","checkAddBucketSomeItems","Surefire suite","2026-08-16","passed","2026-08-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","834","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-16","passed","2026-08-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","891","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-16","passed","2026-08-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","1128","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-16","passed","2026-08-16","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Checkout' на странице 'Корзина'","627","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-16","passed","2026-08-16","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","440","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-16","passed","2026-08-16","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","795","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-16","passed","2026-08-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","594","checkRemoveItem","Surefire suite","2026-08-16","passed","2026-08-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка выхода из аккаунта через бургер меню","1613","logout","Surefire suite","2026-08-16","passed","2026-08-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","596","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-16","passed","2026-08-16","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Сделать заказ с валидными данными","810","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-16","passed","2026-08-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
