"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить соответствие имени и цены добавленных товаров","736","checkAddBucketSomeItems","Surefire suite","2026-08-10","passed","2026-08-10","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","646","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-10","passed","2026-08-10","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","2128","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-10","passed","2026-08-10","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","946","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-10","passed","2026-08-10","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","529","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-10","passed","2026-08-10","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Сделать заказ с валидными данными","959","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-10","passed","2026-08-10","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","928","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-10","passed","2026-08-10","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","629","checkRemoveItem","Surefire suite","2026-08-10","passed","2026-08-10","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","505","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-10","passed","2026-08-10","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1685","logout","Surefire suite","2026-08-10","passed","2026-08-10","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленного товара","657","checkAddBucketItem","Surefire suite","2026-08-10","passed","2026-08-10","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","487","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-10","passed","2026-08-10","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","717","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-10","passed","2026-08-10","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","485","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-10","passed","2026-08-10","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
