"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестовые данные для проверки негативных сценариев оформления заказа","924","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-22","passed","2026-06-22","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","930","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-22","passed","2026-06-22","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","487","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-22","passed","2026-06-22","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Сделать заказ с валидными данными","942","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-22","passed","2026-06-22","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить нажатие кнопки Remove","644","checkRemoveItem","Surefire suite","2026-06-22","passed","2026-06-22","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка кнопки 'Checkout' на странице 'Корзина'","715","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-22","passed","2026-06-22","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","491","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-22","passed","2026-06-22","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","823","checkAddBucketSomeItems","Surefire suite","2026-06-22","passed","2026-06-22","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","496","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-22","passed","2026-06-22","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","536","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-22","passed","2026-06-22","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка выхода из аккаунта через бургер меню","1693","logout","Surefire suite","2026-06-22","passed","2026-06-22","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленного товара","1978","checkAddBucketItem","Surefire suite","2026-06-22","passed","2026-06-22","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","654","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-22","passed","2026-06-22","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","975","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-22","passed","2026-06-22","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
