"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Авторизация с валидными данными","1193","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-03","passed","2026-06-03","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","812","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-03","passed","2026-06-03","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка выхода из аккаунта через бургер меню","1798","logout","Surefire suite","2026-06-03","passed","2026-06-03","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Тестовые данные для проверки негативных сценариев оформления заказа","1069","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-03","passed","2026-06-03","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","618","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-03","passed","2026-06-03","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","620","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-03","passed","2026-06-03","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Сделать заказ с валидными данными","1073","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-03","passed","2026-06-03","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить соответствие имени и цены добавленного товара","789","checkAddBucketItem","Surefire suite","2026-06-03","passed","2026-06-03","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверить соответствие имени и цены добавленных товаров","883","checkAddBucketSomeItems","Surefire suite","2026-06-03","passed","2026-06-03","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","618","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-03","passed","2026-06-03","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","871","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-03","passed","2026-06-03","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить нажатие кнопки Remove","772","checkRemoveItem","Surefire suite","2026-06-03","passed","2026-06-03","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","1053","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-03","passed","2026-06-03","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","1100","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-03","passed","2026-06-03","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
