"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить соответствие имени и цены добавленных товаров","782","checkAddBucketSomeItems","Surefire suite","2026-06-13","passed","2026-06-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","554","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-13","passed","2026-06-13","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","979","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-13","passed","2026-06-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","627","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-13","passed","2026-06-13","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","1026","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-13","passed","2026-06-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","682","checkRemoveItem","Surefire suite","2026-06-13","passed","2026-06-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","968","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-13","passed","2026-06-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","2118","checkAddBucketItem","Surefire suite","2026-06-13","passed","2026-06-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка кнопки 'Checkout' на странице 'Корзина'","740","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-13","passed","2026-06-13","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка выхода из аккаунта через бургер меню","1698","logout","Surefire suite","2026-06-13","passed","2026-06-13","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","504","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-13","passed","2026-06-13","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","508","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-13","passed","2026-06-13","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Сделать заказ с валидными данными","943","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-13","passed","2026-06-13","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","760","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-13","passed","2026-06-13","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
