"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка выхода из аккаунта через бургер меню","1732","logout","Surefire suite","2026-08-27","passed","2026-08-27","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","636","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-27","passed","2026-08-27","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","901","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-27","passed","2026-08-27","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","916","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-27","passed","2026-08-27","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","906","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-27","passed","2026-08-27","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","725","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-27","passed","2026-08-27","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","500","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-27","passed","2026-08-27","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","731","checkAddBucketSomeItems","Surefire suite","2026-08-27","passed","2026-08-27","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверить нажатие кнопки Remove","632","checkRemoveItem","Surefire suite","2026-08-27","passed","2026-08-27","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","541","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-27","passed","2026-08-27","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","1012","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-27","passed","2026-08-27","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","522","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-27","passed","2026-08-27","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","1342","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-27","passed","2026-08-27","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленного товара","678","checkAddBucketItem","Surefire suite","2026-08-27","passed","2026-08-27","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
