"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","498","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-02","passed","2026-08-02","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","725","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-02","passed","2026-08-02","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","477","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-02","passed","2026-08-02","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","754","checkAddBucketSomeItems","Surefire suite","2026-08-02","passed","2026-08-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Сделать заказ с валидными данными","939","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-02","passed","2026-08-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка выхода из аккаунта через бургер меню","1665","logout","Surefire suite","2026-08-02","passed","2026-08-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Тестовые данные для проверки негативных сценариев оформления заказа","975","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-02","passed","2026-08-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","2311","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-02","passed","2026-08-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","675","checkAddBucketItem","Surefire suite","2026-08-02","passed","2026-08-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","489","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-02","passed","2026-08-02","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","646","checkRemoveItem","Surefire suite","2026-08-02","passed","2026-08-02","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Авторизация с валидными данными","538","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-02","passed","2026-08-02","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","975","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-02","passed","2026-08-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","658","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-02","passed","2026-08-02","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
