"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","494","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-05","passed","2026-09-05","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","628","checkRemoveItem","Surefire suite","2026-09-05","passed","2026-09-05","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Сделать заказ с валидными данными","904","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-05","passed","2026-09-05","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Авторизация с валидными данными","512","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-05","passed","2026-09-05","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленных товаров","728","checkAddBucketSomeItems","Surefire suite","2026-09-05","passed","2026-09-05","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка выхода из аккаунта через бургер меню","1620","logout","Surefire suite","2026-09-05","passed","2026-09-05","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Тестовые данные для проверки негативных сценариев оформления заказа","875","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-05","passed","2026-09-05","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","634","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-05","passed","2026-09-05","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","960","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-05","passed","2026-09-05","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","1423","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-05","passed","2026-09-05","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить соответствие имени и цены добавленного товара","636","checkAddBucketItem","Surefire suite","2026-09-05","passed","2026-09-05","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","852","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-05","passed","2026-09-05","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","484","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-05","passed","2026-09-05","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","466","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-05","passed","2026-09-05","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
