"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тестовые данные для проверки негативных сценариев оформления заказа","682","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-18","passed","2026-08-18","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка выхода из аккаунта через бургер меню","1499","logout","Surefire suite","2026-08-18","passed","2026-08-18","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленного товара","550","checkAddBucketItem","Surefire suite","2026-08-18","passed","2026-08-18","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Авторизация с валидными данными","479","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-18","passed","2026-08-18","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","692","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-18","passed","2026-08-18","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","476","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-18","passed","2026-08-18","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверить соответствие имени и цены добавленных товаров","531","checkAddBucketSomeItems","Surefire suite","2026-08-18","passed","2026-08-18","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","684","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-18","passed","2026-08-18","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","775","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-18","passed","2026-08-18","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка авторизации с невалидными данными","368","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-18","passed","2026-08-18","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","458","checkRemoveItem","Surefire suite","2026-08-18","passed","2026-08-18","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","393","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-18","passed","2026-08-18","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","636","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-18","passed","2026-08-18","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","398","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-18","passed","2026-08-18","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
