"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Сделать заказ с валидными данными","940","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-05-31","passed","2026-05-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","943","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-05-31","passed","2026-05-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","909","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-05-31","passed","2026-05-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","479","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-05-31","passed","2026-05-31","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","715","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-05-31","passed","2026-05-31","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить соответствие имени и цены добавленного товара","645","checkAddBucketItem","Surefire suite","2026-05-31","passed","2026-05-31","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверить нажатие кнопки Remove","616","checkRemoveItem","Surefire suite","2026-05-31","passed","2026-05-31","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","645","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-05-31","passed","2026-05-31","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка выхода из аккаунта через бургер меню","1623","logout","Surefire suite","2026-05-31","passed","2026-05-31","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","491","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-05-31","passed","2026-05-31","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","2016","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-05-31","passed","2026-05-31","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленных товаров","746","checkAddBucketSomeItems","Surefire suite","2026-05-31","passed","2026-05-31","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","480","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-05-31","passed","2026-05-31","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","924","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-05-31","passed","2026-05-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
