"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","445","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-11","passed","2026-08-11","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","2241","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-11","passed","2026-08-11","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка выхода из аккаунта через бургер меню","1628","logout","Surefire suite","2026-08-11","passed","2026-08-11","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Авторизация с валидными данными","494","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-11","passed","2026-08-11","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить нажатие кнопки Remove","606","checkRemoveItem","Surefire suite","2026-08-11","passed","2026-08-11","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверить соответствие имени и цены добавленных товаров","736","checkAddBucketSomeItems","Surefire suite","2026-08-11","passed","2026-08-11","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","929","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-11","passed","2026-08-11","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","910","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-11","passed","2026-08-11","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","622","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-11","passed","2026-08-11","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка кнопки 'Checkout' на странице 'Корзина'","693","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-11","passed","2026-08-11","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","424","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-11","passed","2026-08-11","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленного товара","627","checkAddBucketItem","Surefire suite","2026-08-11","passed","2026-08-11","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","963","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-11","passed","2026-08-11","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","436","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-11","passed","2026-08-11","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
