"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить нажатие кнопки Remove","587","checkRemoveItem","Surefire suite","2026-08-30","passed","2026-08-30","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","477","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-30","passed","2026-08-30","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","467","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-30","passed","2026-08-30","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","456","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-30","passed","2026-08-30","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","901","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-30","passed","2026-08-30","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Сделать заказ с валидными данными","865","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-30","passed","2026-08-30","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить соответствие имени и цены добавленного товара","633","checkAddBucketItem","Surefire suite","2026-08-30","passed","2026-08-30","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка выхода из аккаунта через бургер меню","1692","logout","Surefire suite","2026-08-30","passed","2026-08-30","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленных товаров","712","checkAddBucketSomeItems","Surefire suite","2026-08-30","passed","2026-08-30","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка кнопки 'Checkout' на странице 'Корзина'","680","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-30","passed","2026-08-30","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","861","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-30","passed","2026-08-30","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","648","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-30","passed","2026-08-30","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","846","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-30","passed","2026-08-30","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","1207","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-30","passed","2026-08-30","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
