"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка выхода из аккаунта через бургер меню","1647","logout","Surefire suite","2026-08-19","passed","2026-08-19","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","653","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-19","passed","2026-08-19","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","491","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-19","passed","2026-08-19","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Сделать заказ с валидными данными","885","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-19","passed","2026-08-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка авторизации с невалидными данными","480","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-19","passed","2026-08-19","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленного товара","640","checkAddBucketItem","Surefire suite","2026-08-19","passed","2026-08-19","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","500","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-19","passed","2026-08-19","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","668","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-19","passed","2026-08-19","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","898","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-19","passed","2026-08-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить нажатие кнопки Remove","615","checkRemoveItem","Surefire suite","2026-08-19","passed","2026-08-19","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверить соответствие имени и цены добавленных товаров","693","checkAddBucketSomeItems","Surefire suite","2026-08-19","passed","2026-08-19","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","855","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-19","passed","2026-08-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","1031","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-19","passed","2026-08-19","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Тестовые данные для проверки негативных сценариев оформления заказа","832","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-19","passed","2026-08-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
