"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка выхода из аккаунта через бургер меню","1618","logout","Surefire suite","2026-07-15","passed","2026-07-15","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","426","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-15","passed","2026-07-15","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","427","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-15","passed","2026-07-15","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленного товара","889","checkAddBucketItem","Surefire suite","2026-07-15","passed","2026-07-15","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверить нажатие кнопки Remove","589","checkRemoveItem","Surefire suite","2026-07-15","passed","2026-07-15","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","899","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-15","passed","2026-07-15","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","892","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-15","passed","2026-07-15","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","612","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-07-15","passed","2026-07-15","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверить соответствие имени и цены добавленных товаров","715","checkAddBucketSomeItems","Surefire suite","2026-07-15","passed","2026-07-15","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Сделать заказ с валидными данными","894","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-07-15","passed","2026-07-15","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","889","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-07-15","passed","2026-07-15","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","479","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-07-15","passed","2026-07-15","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Checkout' на странице 'Корзина'","674","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-07-15","passed","2026-07-15","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","432","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-07-15","passed","2026-07-15","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
