"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","474","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-16","passed","2026-09-16","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1631","logout","Surefire suite","2026-09-16","passed","2026-09-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить нажатие кнопки Remove","642","checkRemoveItem","Surefire suite","2026-09-16","passed","2026-09-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","463","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-16","passed","2026-09-16","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","735","checkAddBucketSomeItems","Surefire suite","2026-09-16","passed","2026-09-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Сделать заказ с валидными данными","878","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-16","passed","2026-09-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","468","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-16","broken","2026-09-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","646","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-16","broken","2026-09-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","545","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-16","passed","2026-09-16","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленного товара","652","checkAddBucketItem","Surefire suite","2026-09-16","passed","2026-09-16","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка кнопки 'Checkout' на странице 'Корзина'","1565","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-16","broken","2026-09-16","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","925","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-16","passed","2026-09-16","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","493","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-16","passed","2026-09-16","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","652","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-16","broken","2026-09-16","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
