"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","684","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-04","passed","2026-09-04","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка выхода из аккаунта через бургер меню","1687","logout","Surefire suite","2026-09-04","passed","2026-09-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","529","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-04","passed","2026-09-04","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленного товара","781","checkAddBucketItem","Surefire suite","2026-09-04","passed","2026-09-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","1053","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-04","passed","2026-09-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","933","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-04","passed","2026-09-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","940","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-04","passed","2026-09-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленных товаров","778","checkAddBucketSomeItems","Surefire suite","2026-09-04","passed","2026-09-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка кнопки 'Checkout' на странице 'Корзина'","3843","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-04","passed","2026-09-04","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить нажатие кнопки Remove","1822","checkRemoveItem","Surefire suite","2026-09-04","passed","2026-09-04","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","520","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-04","passed","2026-09-04","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Авторизация с валидными данными","640","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-04","passed","2026-09-04","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка авторизации с невалидными данными","530","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-04","passed","2026-09-04","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Сделать заказ с валидными данными","1000","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-04","passed","2026-09-04","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
