"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить соответствие имени и цены добавленного товара","666","checkAddBucketItem","Surefire suite","2026-09-17","passed","2026-09-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка выхода из аккаунта через бургер меню","1629","logout","Surefire suite","2026-09-17","passed","2026-09-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","657","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-17","broken","2026-09-17","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Тестовые данные для проверки негативных сценариев оформления заказа","908","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-17","passed","2026-09-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленных товаров","712","checkAddBucketSomeItems","Surefire suite","2026-09-17","broken","2026-09-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Тестовые данные для проверки негативных сценариев оформления заказа","694","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-17","broken","2026-09-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","468","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-17","passed","2026-09-17","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","626","checkRemoveItem","Surefire suite","2026-09-17","passed","2026-09-17","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","888","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-17","passed","2026-09-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","539","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-17","passed","2026-09-17","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Сделать заказ с валидными данными","700","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-17","broken","2026-09-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка авторизации с невалидными данными","508","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-17","passed","2026-09-17","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","1450","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-17","passed","2026-09-17","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка авторизации с невалидными данными","460","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-17","passed","2026-09-17","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
