"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить соответствие имени и цены добавленного товара","622","checkAddBucketItem","Surefire suite","2026-08-07","passed","2026-08-07","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка авторизации с невалидными данными","443","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-07","passed","2026-08-07","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","429","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-07","passed","2026-08-07","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","448","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-07","passed","2026-08-07","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","593","checkRemoveItem","Surefire suite","2026-08-07","passed","2026-08-07","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","3606","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-07","passed","2026-08-07","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","667","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-07","passed","2026-08-07","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка выхода из аккаунта через бургер меню","1631","logout","Surefire suite","2026-08-07","passed","2026-08-07","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Авторизация с валидными данными","478","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-07","passed","2026-08-07","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","608","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-07","passed","2026-08-07","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверить соответствие имени и цены добавленных товаров","687","checkAddBucketSomeItems","Surefire suite","2026-08-07","passed","2026-08-07","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Сделать заказ с валидными данными","942","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-07","passed","2026-08-07","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","900","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-07","passed","2026-08-07","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","984","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-07","passed","2026-08-07","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
