"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверить соответствие имени и цены добавленных товаров","755","checkAddBucketSomeItems","Surefire suite","2026-08-31","passed","2026-08-31","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверить нажатие кнопки Remove","589","checkRemoveItem","Surefire suite","2026-08-31","passed","2026-08-31","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверить соответствие имени и цены добавленного товара","613","checkAddBucketItem","Surefire suite","2026-08-31","passed","2026-08-31","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка кнопки 'Checkout' на странице 'Корзина'","626","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-08-31","passed","2026-08-31","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","842","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-31","passed","2026-08-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","495","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-31","passed","2026-08-31","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","474","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-31","passed","2026-08-31","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1661","logout","Surefire suite","2026-08-31","passed","2026-08-31","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Сделать заказ с валидными данными","842","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-08-31","passed","2026-08-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","828","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-31","passed","2026-08-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","845","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-08-31","passed","2026-08-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","511","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-08-31","passed","2026-08-31","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","627","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-08-31","passed","2026-08-31","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Авторизация с валидными данными","1096","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-08-31","passed","2026-08-31","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
