"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","655","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-07","passed","2026-06-07","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","510","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-07","passed","2026-06-07","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","956","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-07","passed","2026-06-07","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","1002","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-07","passed","2026-06-07","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","936","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-07","passed","2026-06-07","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверить соответствие имени и цены добавленного товара","668","checkAddBucketItem","Surefire suite","2026-06-07","passed","2026-06-07","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Авторизация с валидными данными","2155","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-07","passed","2026-06-07","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка авторизации с невалидными данными","501","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-07","passed","2026-06-07","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","493","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-07","passed","2026-06-07","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка кнопки 'Checkout' на странице 'Корзина'","735","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-07","passed","2026-06-07","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверка выхода из аккаунта через бургер меню","1681","logout","Surefire suite","2026-06-07","passed","2026-06-07","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверить соответствие имени и цены добавленных товаров","759","checkAddBucketSomeItems","Surefire suite","2026-06-07","passed","2026-06-07","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Сделать заказ с валидными данными","944","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-07","passed","2026-06-07","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверить нажатие кнопки Remove","642","checkRemoveItem","Surefire suite","2026-06-07","passed","2026-06-07","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
