"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","3347","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-09","passed","2026-06-09","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","923","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-09","passed","2026-06-09","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","916","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-09","passed","2026-06-09","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","529","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-09","passed","2026-06-09","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Сделать заказ с валидными данными","964","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-09","passed","2026-06-09","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка выхода из аккаунта через бургер меню","1627","logout","Surefire suite","2026-06-09","passed","2026-06-09","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Проверка авторизации с невалидными данными","505","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-09","passed","2026-06-09","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","624","checkRemoveItem","Surefire suite","2026-06-09","passed","2026-06-09","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","956","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-09","passed","2026-06-09","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","688","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-09","passed","2026-06-09","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Проверить соответствие имени и цены добавленного товара","664","checkAddBucketItem","Surefire suite","2026-06-09","passed","2026-06-09","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверить соответствие имени и цены добавленных товаров","724","checkAddBucketSomeItems","Surefire suite","2026-06-09","passed","2026-06-09","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","663","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-09","passed","2026-06-09","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Авторизация с валидными данными","929","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-09","passed","2026-06-09","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
