"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Сделать заказ с валидными данными","836","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-09-15","passed","2026-09-15","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","1329","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-09-15","broken","2026-09-15","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","816","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-15","passed","2026-09-15","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Авторизация с валидными данными","536","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-09-15","passed","2026-09-15","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленного товара","640","checkAddBucketItem","Surefire suite","2026-09-15","passed","2026-09-15","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Проверка выхода из аккаунта через бургер меню","1615","logout","Surefire suite","2026-09-15","passed","2026-09-15","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Тестовые данные для проверки негативных сценариев оформления заказа","812","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-15","passed","2026-09-15","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Тестовые данные для проверки негативных сценариев оформления заказа","584","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-09-15","broken","2026-09-15","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","1275","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-09-15","broken","2026-09-15","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверка авторизации с невалидными данными","445","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-15","passed","2026-09-15","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить нажатие кнопки Remove","599","checkRemoveItem","Surefire suite","2026-09-15","passed","2026-09-15","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Проверка авторизации с невалидными данными","449","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-15","passed","2026-09-15","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка авторизации с невалидными данными","467","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-09-15","passed","2026-09-15","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленных товаров","686","checkAddBucketSomeItems","Surefire suite","2026-09-15","passed","2026-09-15","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
