"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка авторизации с невалидными данными","478","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-12","passed","2026-06-12","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Тестовые данные для проверки негативных сценариев оформления заказа","935","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-12","passed","2026-06-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Checkout' на странице 'Корзина'","717","Нажать кнопку 'Checkout' на странице 'Корзина'","Surefire suite","2026-06-12","passed","2026-06-12","tests.CartTest","Surefire test","tests.CartTest","btnCancelCheckout"
"Тестовые данные для проверки негативных сценариев оформления заказа","942","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-12","passed","2026-06-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка кнопки 'Continue Shopping' на странице 'Корзина'","617","Нажать кнопку 'Continue Shopping' на странице 'Корзина'","Surefire suite","2026-06-12","passed","2026-06-12","tests.CartTest","Surefire test","tests.CartTest","btnCntnShp"
"Проверить нажатие кнопки Remove","615","checkRemoveItem","Surefire suite","2026-06-12","passed","2026-06-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkRemoveItem"
"Авторизация с валидными данными","516","Авторизуемся с валидными данными под обычного пользователя","Surefire suite","2026-06-12","passed","2026-06-12","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithPositiveCred"
"Проверить соответствие имени и цены добавленных товаров","749","checkAddBucketSomeItems","Surefire suite","2026-06-12","passed","2026-06-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketSomeItems"
"Проверка авторизации с невалидными данными","465","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-12","passed","2026-06-12","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверить соответствие имени и цены добавленного товара","1826","checkAddBucketItem","Surefire suite","2026-06-12","passed","2026-06-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","checkAddBucketItem"
"Тестовые данные для проверки негативных сценариев оформления заказа","1050","Проверяем оформление заказа с пустыми полями: имя, фамилия, почтовый индекс","Surefire suite","2026-06-12","passed","2026-06-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeOrder"
"Проверка авторизации с невалидными данными","487","Проверяем авторизацию с пустыми полями и невалидными данными","Surefire suite","2026-06-12","passed","2026-06-12","tests.LoginTest","Surefire test","tests.LoginTest","negativeLogin"
"Проверка выхода из аккаунта через бургер меню","1647","logout","Surefire suite","2026-06-12","passed","2026-06-12","tests.SauceDemoTest","Surefire test","tests.SauceDemoTest","logout"
"Сделать заказ с валидными данными","945","Сделать заказ с полностью заполненными валидными данными","Surefire suite","2026-06-12","passed","2026-06-12","tests.CheckoutTest","Surefire test","tests.CheckoutTest","placeOrder"
